,0
335670,"[('The Journey Down: Chapter One', 0.167), (""No Man's Sky"", 0.131), ('The Longest Journey', 0.13), ('Ms. Splosion Man', 0.125), ('The Journey Down: Chapter Two', 0.124)]"
215080,"[(""King's Bounty: The Legend"", 0.209), ('Deepworld', 0.164), ('Star Conflict', 0.155), ('The Quest', 0.148), ('Dragon Nest', 0.142)]"
244160,"[('Victory At Sea', 0.196), ('Homeworld: Deserts of Kharak', 0.177), ('Space Hulk Ascension', 0.175), ('Steel Ocean', 0.162), ('Battlefleet Gothic: Armada', 0.148)]"
270880,"[('Scania Truck Driving Simulator', 0.159), ('Euro Truck Simulator', 0.154), ('The Deer God', 0.101), ('Nuclear Dawn', 0.098), ('Frozen State', 0.091)]"
8190,"[('Planet Explorers', 0.135), ('Burnout Paradise: The Ultimate Box', 0.128), (""Square's Route"", 0.119), ('Mugen Souls', 0.117), ('ShellShock Live', 0.114)]"
303390,"[('Natural Selection 2', 0.148), ('APOX', 0.128), ('FootLOL: Epic Fail League', 0.115), ('X-COM: Interceptor', 0.111), ('Altitude', 0.108)]"
234140,"[('Max: The Curse of Brotherhood', 0.146), ('Memoria', 0.144), ('Max Payne', 0.138), ('Bleed', 0.132), (""Garry's Mod"", 0.112)]"
50300,"[('Guns and Robots', 0.189), ('Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition', 0.183), ('Guardians of Middle-earth', 0.169), ('Monday Night Combat', 0.158), ('Project Explore', 0.142)]"
201810,"[('APOX', 0.258), ('Only If', 0.189), ('The Darkness II', 0.187), ('Fistful of Frags', 0.179), ('Zeno Clash', 0.171)]"
500,"[('Left 4 Dead 2', 0.236), ('Sven Co-op', 0.217), ('Counter-Strike Nexon: Zombies', 0.214), ('Counter-Strike: Source', 0.205), ('Counter-Strike: Global Offensive', 0.195)]"
231040,"[('Dust: An Elysian Tail', 0.086), (""Aero's Quest"", 0.083), ('Toki Tori 2+', 0.075), ('WAKFU', 0.074), ('Hammerwatch', 0.074)]"
376300,"[('Fingered', 0.192), ('BlazBlue: Calamity Trigger', 0.155), ('METAL GEAR SOLID V: GROUND ZEROES', 0.128), ('The Impossible Game', 0.104), ('METAL GEAR SOLID V: THE PHANTOM PAIN', 0.094)]"
236110,"[('Dungeon Defenders Eternity', 0.376), ('Neverwinter', 0.187), ('ReignMaker', 0.179), ('Sanctum', 0.177), ('Defense Technica', 0.174)]"
232790,"[('Costume Quest', 0.193), ('Dragon Age: Origins - Ultimate Edition', 0.133), ('This Is the Police', 0.118), ('Really Big Sky', 0.109), ('Age of Conquest IV', 0.106)]"
420,"[('Half-Life 2: Episode One', 0.332), ('Black Mesa', 0.26), ('Half-Life 2: Update', 0.202), ('Half-Life: Source', 0.201), ('Half-Life Deathmatch: Source', 0.189)]"
380,"[('Black Mesa', 0.394), ('Half-Life Deathmatch: Source', 0.341), ('Half-Life 2: Episode Two', 0.332), ('Half-Life: Source', 0.293), ('Half-Life 2: Update', 0.269)]"
339230,"[('The Black Death', 0.139), ('Plague Inc: Evolved', 0.128), ('Downfall', 0.095), ('STAR WARS™: Rogue Squadron 3D', 0.091), ('Frederic: Evil Strikes Back', 0.09)]"
219990,"[('Villagers and Heroes', 0.194), ('Dyscourse', 0.183), ('The Silent Age', 0.154), ('Nuclear Throne', 0.136), ('The Age of Decadence', 0.134)]"
21100,"[('Resident Evil 6 / Biohazard 6', 0.146), ('Zeno Clash', 0.12), ('The Darkness II', 0.096), ('Vampire: The Masquerade - Bloodlines', 0.096), ('FINAL FANTASY VII', 0.088)]"
215470,"[('Massive', 0.188), ('Dinosaur Hunt', 0.153), ('Monday Night Combat', 0.148), ('Sneaky Sneaky', 0.145), ('Team Fortress Classic', 0.134)]"
290020,"[('Picross Touch', 0.194), ('Hexcells', 0.167), ('L.A. Noire', 0.157), ('Hexcells Infinite', 0.156), ('Hexcells Plus', 0.154)]"
248860,"[('Manhunt', 0.162), ('ARK: Survival Evolved', 0.159), ('Rebuild 3: Gangs of Deadsville', 0.155), ('Undertale', 0.151), ('Grey Goo', 0.139)]"
298260,"[('APOX', 0.199), ('Wolfenstein: The New Order', 0.189), ('Zeno Clash 2', 0.183), ('Genesis Online', 0.177), (""Super 3-D Noah's Ark"", 0.177)]"
370240,"[('NBA 2K17', 0.443), ('PAC-MAN™ and the Ghostly Adventures', 0.129), ('Shift 2 Unleashed', 0.108), ('Transmissions: Element 120', 0.096), ('Men of War: Vietnam', 0.096)]"
233450,"[('Quake III Arena', 0.135), ('Prospekt', 0.103), ('NotGTAV', 0.095), ('Bridge Constructor', 0.094), ('The Expendabros', 0.094)]"
214420,"[('10,000,000', 0.12), ('ASRECorp', 0.119), ('O3DX', 0.117), ('Serious Sam Classic: The First Encounter', 0.109), ('Steel Rain', 0.102)]"
221260,"[('World of Goo', 0.177), ('Human Resource Machine', 0.122), ('Elsword', 0.091), ('Axiom Verge', 0.087), ('ASRECorp', 0.085)]"
369070,"[('METAL GEAR SOLID V: THE PHANTOM PAIN', 0.161), ('METAL GEAR SOLID V: GROUND ZEROES', 0.157), ('METAL SLUG DEFENSE', 0.139), ('METAL GEAR RISING: REVENGEANCE', 0.137), ('Ultratron', 0.13)]"
39800,"[('Codename CURE', 0.176), ('Furi', 0.154), ('Zombie Kill of the Week - Reborn', 0.15), ('Insurgency', 0.131), ('Space Pirates and Zombies', 0.129)]"
310370,"[('Black Mesa', 0.335), ('Flower Shop: Summer In Fairbrook', 0.141), ('Rogue Legacy', 0.128), ('Year Walk', 0.124), ('Rock of Ages', 0.113)]"
383870,"[('APOX', 0.167), ('Wolfenstein: The New Order', 0.143), ('Jet Set Radio', 0.139), ('Rogue Shooter: The FPS Roguelike', 0.131), ('Only If', 0.127)]"
204030,"[('Voices from the Sea', 0.18), ('Fable Anniversary', 0.168), ('Soul Gambler', 0.162), ('Crush Crush', 0.152), ('Wanderlust Adventures', 0.15)]"
261640,"[('Tales from the Borderlands', 0.437), ('Borderlands 2', 0.214), ('ROCKETSROCKETSROCKETS', 0.213), ('Battleborn', 0.178), ('Borderlands', 0.127)]"
201270,"[('APOX', 0.197), ('Total War Battles: KINGDOM', 0.177), ('Warhammer Quest', 0.174), ('Revenge of the Titans', 0.17), ('Pox Nora', 0.164)]"
337320,"[('Zavix Tower', 0.132), ('APOX', 0.129), ('Skara - The Blade Remains', 0.115), ('Guncraft', 0.114), ('Portal Knights', 0.109)]"
265930,"[('Escape Goat', 0.31), ('RAGE', 0.125), ('X-Plane 10 Global - 64 Bit', 0.113), ('Counter-Strike: Source', 0.111), (""Oddworld: New 'n' Tasty"", 0.11)]"
10090,"[('Call of Duty: United Offensive', 0.373), ('X-COM: Interceptor', 0.136), ('Knights of Honor', 0.135), ('Call to Arms', 0.132), ('Enforcer: Police Crime Action', 0.126)]"
218680,"[('FINAL FANTASY X/X-2 HD Remaster', 0.267), (""LEGO® MARVEL's Avengers"", 0.24), ('GRID 2', 0.205), ('SENRAN KAGURA SHINOVI VERSUS', 0.182), ('Total War: ATTILA', 0.162)]"
251060,"[('Age of Conquest IV', 0.218), ('Call of Duty: World at War', 0.112), ('Gunslingers', 0.109), ('Operation Flashpoint: Dragon Rising', 0.107), ('Company of Heroes 2', 0.106)]"
307690,"[('Valkyria Chronicles™', 0.24), (""Hamilton's Great Adventure"", 0.18), (""Shadowrun: Dragonfall - Director's Cut"", 0.141), ('Outcast 1.1', 0.135), ('Men of War: Vietnam', 0.125)]"
248610,"[('Ultimate General: Gettysburg', 0.132), ('Hearts of Iron IV', 0.128), ('Swords and Soldiers HD', 0.113), ('Frozen Synapse', 0.105), ('Commandos: Behind Enemy Lines', 0.101)]"
250340,"[('TerraTech', 0.155), ('The SKIES', 0.144), ('Toy Soldiers: Complete', 0.131), ('Thea: The Awakening', 0.126), ('Medieval Engineers', 0.124)]"
221640,"[('klocki', 0.315), ('Hook', 0.211), ('oO', 0.2), ('Beat Hazard', 0.177), ('Audiosurf 2', 0.168)]"
104900,"[('Block N Load', 0.188), ('Pixel Galaxy', 0.159), ('Dinosaur Hunt', 0.152), ('theHunter: Primal', 0.147), ('GemCraft - Chasing Shadows', 0.147)]"
262410,"[('State of Anarchy', 0.227), ('Duck Game', 0.15), ('Tower of Guns', 0.139), ('Battlepillars Gold Edition', 0.101), ('Guns and Robots', 0.098)]"
222940,"[(""THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION"", 0.166), ('METAL SLUG DEFENSE', 0.165), ('Aliens versus Predator Classic 2000', 0.134), (""Eternity's Child"", 0.111), ('METAL SLUG 3', 0.109)]"
221040,"[('Resident Evil / biohazard HD REMASTER', 0.35), ('Vapour', 0.262), ('Clown House (Palyaço Evi)', 0.224), ('The Evil Within', 0.211), ('Slender: The Arrival', 0.208)]"
286570,"[('Mortal Kombat X', 0.155), ('Trials 2: Second Edition', 0.136), ('Sword of the Stars II: Enhanced Edition', 0.133), ('RACE 07', 0.128), ('Space Hulk Ascension', 0.119)]"
108600,"[('Forsaken Isle', 0.156), ('Portal Knights', 0.141), (""Don't Starve Together"", 0.133), ('Hurtworld', 0.12), ('Save the Furries', 0.117)]"
208520,"[('Submerged', 0.178), (""King's Bounty: The Legend"", 0.166), ('Cities: Skylines', 0.16), ('Gunslingers', 0.158), ('Mordheim: City of the Damned', 0.153)]"
239660,"[('Rogue Shooter: The FPS Roguelike', 0.133), ('The Darkness II', 0.13), ('Brick-Force', 0.127), ('Spec Ops: The Line', 0.127), (""Super 3-D Noah's Ark"", 0.124)]"
495890,"[('The Journey Down: Chapter Two', 0.0), ('The Silent Age', 0.0), ('The Old Tree', 0.0), ('Grand Theft Auto: Episodes from Liberty City', 0.0), ('NBA 2K17', 0.0)]"
472680,"[('Everlasting Summer', 0.124), ('Downfall', 0.116), ('CAFE 0 ~The Drowned Mermaid~', 0.107), ('Grim Fandango Remastered', 0.102), ('Beach Bounce', 0.1)]"
432020,"[('System Shock 2', 0.0), ('The Silent Age', 0.0), ('Aviary Attorney', 0.0), ('The Old Tree', 0.0), ('Grand Theft Auto: Episodes from Liberty City', 0.0)]"
12120,"[('Ultionus: A Tale of Petty Revenge', 0.094), ('Grand Theft Auto V', 0.089), ('Suits: A Business RPG', 0.072), ('Scribblenauts Unlimited', 0.069), ('Intrusion 2', 0.062)]"
428690,"[('Reus', 0.115), ('Garbage Day', 0.097), ('Mars: War Logs', 0.088), ('Stellaris', 0.087), ('Monster Loves You!', 0.081)]"
227860,"[('Castle', 0.24), ('Stronghold HD', 0.212), ('GRAV', 0.156), (""King Arthur's Gold"", 0.14), ('Cubic Castles', 0.137)]"
228280,"[('Sword of the Stars II: Enhanced Edition', 0.214), ('FINAL FANTASY VII', 0.118), ('Tribes: Ascend', 0.115), ('Injustice: Gods Among Us Ultimate Edition', 0.113), ('Pathologic Classic HD', 0.109)]"
250900,"[('The Basement Collection', 0.282), ('Paranautical Activity: Deluxe Atonement Edition', 0.223), ('Tower of Guns', 0.157), ('Dead Space', 0.139), ('Magicite', 0.135)]"
9900,"[('LEGO® STAR WARS™: The Force Awakens', 0.184), ('STAR WARS™: The Force Unleashed™ II', 0.165), ('Interstellar Rift', 0.137), (""A Wizard's Lizard"", 0.12), ('Stellaris', 0.119)]"
236370,"[('Beyond Sol', 0.156), ('Gunslingers', 0.15), ('Ultimate General: Gettysburg', 0.139), ('Meltdown', 0.13), ('Rocketbirds: Hardboiled Chicken', 0.125)]"
205100,"[('The Darkness II', 0.14), ('Hard West', 0.121), ('Hitman: Contracts', 0.117), ('CAFE 0 ~The Drowned Mermaid~', 0.115), ('Eldritch', 0.11)]"
346010,"[('Chivalry: Medieval Warfare', 0.187), ('Poly Bridge', 0.162), (""King Arthur's Gold"", 0.155), ('Gimbal', 0.145), ('Yargis - Space Melee', 0.14)]"
239250,"[('Software Inc.', 0.109), ('Shmadow', 0.107), ('Symphony', 0.102), ('LEGO® The Hobbit™', 0.098), ('Risen 3 - Titan Lords', 0.095)]"
313120,"[('iBomber Defense Pacific', 0.152), ('The Forest', 0.122), ('Dead In Bermuda', 0.118), ('Modular Combat', 0.114), ('Dying Light', 0.112)]"
17300,"[('APOX', 0.158), ('Alien Breed 2: Assault', 0.153), ('Zero G Arena', 0.123), ('Contagion', 0.115), ('Meltdown', 0.114)]"
206440,"[('Dementium II HD', 0.127), ('PARTICLE MACE', 0.116), ('Avenging Angel', 0.113), ('Spoiler Alert', 0.112), ('Settled', 0.111)]"
209000,"[('Batman™: Arkham Origins Blackgate - Deluxe Edition', 0.243), ('Batman™: Arkham Knight', 0.203), ('Dragon Age: Origins - Ultimate Edition', 0.129), ('Magic Duels', 0.122), ('Hitman 2: Silent Assassin', 0.121)]"
218060,"[('BIT.TRIP RUNNER', 0.375), (""Melody's Escape"", 0.171), ('EDGE', 0.169), ('Chaos Domain', 0.155), ('8-Bit Hordes', 0.128)]"
242860,"[('Super Trench Attack!', 0.276), ('Squad', 0.14), ('Sanctum', 0.139), ('Battle of Empires : 1914-1918', 0.129), ('Chivalry: Medieval Warfare', 0.124)]"
9480,"[('Saints Row IV', 0.315), ('Divekick', 0.168), (""Saint Seiya: Soldiers' Soul"", 0.168), ('Survival: Postapocalypse Now', 0.164), ('BRINK', 0.158)]"
359870,"[('Scribblenauts Unlimited', 0.267), ('The Banner Saga: Factions', 0.18), ('FINAL FANTASY VII', 0.169), ('FINAL FANTASY III', 0.166), ('FINAL FANTASY V', 0.159)]"
22230,"[('Funk of Titans', 0.173), ('Homefront', 0.155), ('Beat Hazard', 0.131), (""Melody's Escape"", 0.129), (""Jets'n'Guns Gold"", 0.125)]"
203770,"[('Making History II: The War of the World', 0.198), ('Age of Conquest IV', 0.192), ('Sniper Elite V2', 0.134), ('Velocibox', 0.127), ('Sniper Elite 3', 0.126)]"
241540,"[('Codename CURE', 0.156), ('Call to Arms', 0.155), ('Rebuild 3: Gangs of Deadsville', 0.152), ('Farm for your Life', 0.146), ('Pixel Galaxy', 0.145)]"
274310,"[('Fading Hearts', 0.194), ('Monster Loves You!', 0.178), ('Hero of the Kingdom', 0.147), ('Amnesia™: Memories', 0.13), ('The Banner Saga', 0.129)]"
344770,"[('A New Beginning - Final Cut', 0.143), ('Everlasting Summer', 0.136), ('MXGP2 - The Official Motocross Videogame', 0.121), ('CAFE 0 ~The Drowned Mermaid~', 0.118), ('CLANNAD', 0.108)]"
22380,"[('Pillars of Eternity', 0.21), ('Tap Heroes', 0.135), ('Grand Theft Auto: Vice City', 0.111), ('Train Valley', 0.1), ('Yet Another Zombie Defense', 0.091)]"
319510,"[(""Five Nights at Freddy's 2"", 0.484), (""Five Nights at Freddy's 3"", 0.305), (""Five Nights at Freddy's 4"", 0.288), (""World's Fastest Pizza"", 0.145), ('Detective Grimoire', 0.096)]"
20,"[('Counter-Strike', 0.195), ('Bloodline Champions', 0.179), ('Audition Online', 0.166), ('Teeworlds', 0.16), ('Craft The World', 0.147)]"
209080,"[('Airships: Conquer the Skies', 0.21), ('Flight of the Icarus', 0.176), ('LUFTRAUSERS', 0.151), ('Microsoft Flight Simulator X: Steam Edition', 0.15), ('Gimbal', 0.126)]"
223470,"[('POSTAL', 0.174), (""Sparky's Hunt"", 0.093), ('Timberman', 0.088), ('Resident Evil / biohazard HD REMASTER', 0.08), ('ArcheAge', 0.078)]"
212500,"[('Guardians of Middle-earth', 0.309), ('Defiance', 0.206), ('Overlord: Fellowship of Evil', 0.169), ('AdVenture Communist', 0.167), ('Eldevin', 0.161)]"
293260,"[('Spellweaver', 0.25), ('Faeria', 0.18), ('NEStalgia', 0.157), ('Magic Duels', 0.151), ('Armello', 0.133)]"
218130,"[('System Shock 2', 0.0), ('The Silent Age', 0.0), ('Aviary Attorney', 0.0), ('The Old Tree', 0.0), ('Grand Theft Auto: Episodes from Liberty City', 0.0)]"
270210,"[('Beat Hazard', 0.224), ('Audiosurf 2', 0.188), ('BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien', 0.171), ('KickBeat Steam Edition', 0.154), ('Symphony', 0.152)]"
386070,"[('VEGA Conflict', 0.188), ('Naval Warfare', 0.154), ('The Last Federation', 0.145), ('Marvel Puzzle Quest', 0.144), (""Jane's Advanced Strike Fighters"", 0.141)]"
330830,"[('Borderlands: The Pre-Sequel', 0.437), ('Borderlands 2', 0.299), ('Battleborn', 0.203), ('Borderlands', 0.153), ('Poker Night 2', 0.13)]"
8980,"[('Rogue Stormers', 0.197), ('Massive', 0.185), ('Divinity: Original Sin (Classic)', 0.178), ('Gas Guzzlers Extreme', 0.177), ('Scourge: Outbreak', 0.166)]"
43000,"[('Street Fighter V', 0.148), ('Shift 2 Unleashed', 0.135), ('Warframe', 0.135), ('Planetary Annihilation: TITANS', 0.13), ('Wings of Prey', 0.124)]"
18700,"[('Electronic Super Joy', 0.147), ('Lume', 0.132), ('Tengami', 0.124), ('Rock Paper Scissors Champion', 0.115), ('Pyramid Raid', 0.111)]"
98800,"[('Dungeons 2', 0.179), ('3DRPG', 0.14), ('Portal Knights', 0.12), ('One Way Heroics', 0.106), ('Bloody Good Time', 0.103)]"
107100,"[('Wolcen: Lords of Mayhem', 0.187), ('Enigmatis 2: The Mists of Ravenwood', 0.172), ('Stray Cat Crossing', 0.147), ('Only If', 0.147), ('Tengami', 0.127)]"
57300,"[('SOMA', 0.258), ('Amnesia: A Machine for Pigs', 0.234), ('Montas', 0.218), ('Resident Evil 6 / Biohazard 6', 0.176), ('The Park', 0.157)]"
226620,"[('Thomas Was Alone', 0.138), ('! That Bastard Is Trying To Steal Our Gold !', 0.109), ('Armello', 0.098), ('World of Goo', 0.094), ('Convoy', 0.094)]"
265630,"[('Thief Town', 0.225), ('Particulars', 0.182), ('Wolfenstein: The New Order', 0.179), ('Natural Selection 2', 0.173), ('OmniBus', 0.166)]"
239200,"[('Amnesia: The Dark Descent', 0.234), ('SOMA', 0.231), ('Tasty Blue', 0.112), ('Zombie Army Trilogy', 0.097), ('Iron Snout', 0.093)]"
346900,"[('AdVenture Communist', 0.261), ('Farming Simulator 15', 0.136), ('Microsoft Flight Simulator X: Steam Edition', 0.102), ('The Inner World', 0.098), ('Grand Theft Auto: Vice City', 0.097)]"
363970,"[('Cloning Clyde', 0.172), ('Ship Simulator Extremes', 0.14), ('Grand Theft Auto V', 0.121), ('Undead Overlord', 0.116), ('Deep Dungeons of Doom', 0.085)]"
8500,"[('Steel Ocean', 0.159), ('Gloria Victis', 0.159), ('Star Conflict', 0.157), (""Buzz Aldrin's Space Program Manager"", 0.151), ('Bloodline Champions', 0.148)]"
380600,"[('Euro Fishing', 0.269), ('Submerged', 0.18), ('3DRPG', 0.15), ('Genesis Online', 0.11), ('World War III: Black Gold', 0.098)]"
2450,"[('Chivalry: Medieval Warfare', 0.159), ('Double Action: Boogaloo', 0.141), ('EDGE', 0.12), ('Jolly Rover', 0.107), ('The Lost Mythologies', 0.105)]"
230190,"[('Instant Dungeon!', 0.163), ('Dungeons 2', 0.151), ('Dungeon Souls', 0.141), ('10,000,000', 0.141), ('bit Dungeon II', 0.137)]"
391270,"[('The Park', 0.149), (""Montague's Mount"", 0.149), ('I Have No Mouth, and I Must Scream', 0.116), ('Montas', 0.111), ('One Thousand Lies', 0.11)]"
246420,"[('Fieldrunners 2', 0.138), ('Orcs Must Die!', 0.128), ('The Journey Down: Chapter Two', 0.125), ('The Journey Down: Chapter One', 0.114), ('Last Hope - Tower Defense', 0.113)]"
418340,"[('Hero Siege', 0.168), (""Hack 'n' Slash"", 0.137), ('Hammerwatch', 0.136), ('Sacred 3', 0.129), ('Croixleur Sigma', 0.121)]"
263020,"[(""Buzz Aldrin's Space Program Manager"", 0.111), ('Echoes+', 0.106), ('Space Run', 0.101), ('Quintet', 0.099), ('Stellar 2D', 0.097)]"
80,"[('Counter-Strike Nexon: Zombies', 0.394), ('Counter-Strike: Source', 0.34), ('Counter-Strike: Global Offensive', 0.283), ('8-Bit Armies', 0.214), ('Arma 3', 0.204)]"
257850,"[('ABZU', 0.139), ('SWORDY', 0.13), ('Tree of Life', 0.125), ('BLADESTORM: Nightmare', 0.124), ('The Fruit of Grisaia', 0.122)]"
239140,"[('Nuclear Throne', 0.203), ('Rebuild 3: Gangs of Deadsville', 0.188), ('DayZ', 0.176), ('Flesh Eaters', 0.169), ('EPOCH', 0.152)]"
322500,"[('Devil May Cry® 4 Special Edition', 0.088), ('AI War: Fleet Command', 0.087), ('Skara - The Blade Remains', 0.084), ('Nuclear Dawn', 0.084), ('Resilience: Wave Survival', 0.075)]"
252630,"[('Rogue Shooter: The FPS Roguelike', 0.27), ('They Bleed Pixels', 0.217), ('One More Dungeon', 0.166), ('Elsword', 0.166), ('APOX', 0.143)]"
212200,"[('Spirited Heart Deluxe', 0.18), ('Villagers and Heroes', 0.133), ('Amnesia™: Memories', 0.12), ('Legend of Grimrock', 0.115), ('Fiesta Online NA', 0.095)]"
387860,"[('The Stanley Parable', 0.14), ('OmniBus', 0.139), ('Only If', 0.123), ('Yet Another Zombie Defense', 0.117), ('Space Beast Terror Fright', 0.116)]"
387990,"[('Legend of Grimrock', 0.141), ('Street Legal Racing: Redline v2.3.1', 0.125), ('Angry Video Game Nerd Adventures', 0.119), ('Critter Crunch', 0.109), ('The Fifth Day', 0.097)]"
203160,"[('Tomb Raider: Underworld', 0.228), ('Tomb Raider: Legend', 0.195), ('Tomb Raider II', 0.173), ('Tomb Raider I', 0.168), ('Republique', 0.163)]"
369580,"[('Prison Architect', 0.095), ('The Quest', 0.077), ('Steel Ocean', 0.075), ('Galactic Civilizations III', 0.072), ('Legends of Callasia', 0.071)]"
8400,"[('Ultratron', 0.202), ('The Quest', 0.153), ('Reflex', 0.127), ('Grey Cubes', 0.122), ('Super Night Riders', 0.121)]"
225640,"[('Sacred 3', 0.197), ('Magicka', 0.108), ('Avenging Angel', 0.103), ('Batla', 0.099), ('Alien Rage - Unlimited', 0.098)]"
236690,"[('Warhammer Quest', 0.155), ('Space Hulk', 0.128), ('Jagged Alliance - Back in Action', 0.127), ('Mordheim: City of the Damned', 0.12), ('Warhammer 40,000: Regicide', 0.118)]"
400250,"[('Dragon Age: Origins - Ultimate Edition', 0.127), ('Salt', 0.103), ('Forsaken Isle', 0.096), ('Insanely Twisted Shadow Planet', 0.095), (""Helen's Mysterious Castle"", 0.094)]"
296240,"[('Hearts of Iron IV', 0.193), ('The Chosen RPG', 0.181), ('Community College Hero: Trial by Fire', 0.141), ('Game Dev Tycoon', 0.131), ('FINAL FANTASY III', 0.12)]"
320,"[('Half-Life Deathmatch: Source', 0.28), ('Lambda Wars Beta', 0.161), ('Black Mesa', 0.152), ('Half-Life 2: Episode One', 0.133), ('Teeworlds', 0.13)]"
270370,"[('Half-Life Deathmatch: Source', 0.349), ('Godus Wars', 0.202), ('Half-Life: Source', 0.187), ('Black Mesa', 0.179), ('Half-Life 2: Deathmatch', 0.161)]"
215530,"[('Space Farmers', 0.16), ('Devil May Cry 4', 0.095), ('Trove', 0.095), ('Never Alone (Kisima Ingitchuna)', 0.084), ('Pesadelo - Regressão', 0.079)]"
379720,"[('Nexuiz', 0.206), ('The Binding of Isaac', 0.14), ('Teeworlds', 0.123), ('Tribes: Ascend', 0.122), ('Scourge: Outbreak', 0.113)]"
226860,"[('Idle Civilization', 0.206), ('Gunslingers', 0.146), ('Homeworld Remastered Collection', 0.124), ('The Banner Saga', 0.121), ('Spellsworn', 0.121)]"
310380,"[('System Shock 2', 0.0), ('The Silent Age', 0.0), ('Aviary Attorney', 0.0), ('The Old Tree', 0.0), ('Grand Theft Auto: Episodes from Liberty City', 0.0)]"
383980,"[('SpeedRunners', 0.133), ('Reprisal Universe', 0.131), ('Air Guardians', 0.116), ('DIG IT! - A Digger Simulator', 0.109), ('The Lord of the Rings Online™', 0.106)]"
391460,"[('APB Reloaded', 0.135), ('Bitardia', 0.113), ('Wings of Prey', 0.098), ('Rogue Shooter: The FPS Roguelike', 0.096), ('Hand of Fate', 0.094)]"
